DATAFLOW,LAST UPDATE,freq,indic_is,ind_type,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Croatia,2009,19.91,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Croatia,2010,24.99,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Croatia,2011,28.69,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Croatia,2012,36.46,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Croatia,2013,38.58,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Croatia,2014,39.53,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Croatia,2015,44.11,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Croatia,2016,45.22,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Croatia,2017,41.92,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Croatia,2018,46.60,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Croatia,2019,56.55,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Hungary,2004,14.32,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Hungary,2005,20.74,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Hungary,2006,15.20,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Hungary,2007,20.96,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Hungary,2008,22.48,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Hungary,2009,25.53,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Hungary,2010,27.86,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Hungary,2011,31.89,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Hungary,2012,34.97,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Hungary,2013,38.95,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Hungary,2014,42.28,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Hungary,2015,47.16,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Hungary,2016,48.17,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Hungary,2017,48.59,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Hungary,2018,51.78,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Hungary,2019,59.46,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Ireland,2004,38.53,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Ireland,2005,45.90,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Ireland,2006,50.43,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Ireland,2007,54.07,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Ireland,2008,54.49,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Ireland,2009,54.62,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Ireland,2010,52.06,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Ireland,2011,55.72,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Ireland,2012,57.45,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Ireland,2013,56.92,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Ireland,2014,61.87,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Ireland,2015,63.07,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Ireland,2016,71.16,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Ireland,2017,64.41,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Ireland,2018,69.88,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Ireland,2019,73.41,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Iceland,2004,43.70,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Iceland,2005,50.43,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Iceland,2006,55.85,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Iceland,2007,55.22,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Iceland,2008,51.30,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Iceland,2009,47.00,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Iceland,2010,47.57,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Iceland,2011,51.28,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Iceland,2012,56.26,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Iceland,2013,57.54,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Iceland,2014,67.51,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Iceland,2017,77.44,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Iceland,2018,75.93,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Iceland,2019,80.36,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Italy,2005,16.56,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Italy,2006,22.44,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Italy,2007,23.52,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Italy,2008,24.20,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Italy,2009,25.47,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Italy,2010,27.43,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Italy,2011,27.16,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Italy,2012,28.86,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Italy,2013,32.39,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Italy,2014,34.89,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Italy,2015,38.89,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Italy,2016,40.84,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Italy,2017,43.86,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Italy,2018,46.59,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Italy,2019,48.87,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Lithuania,2004,3.26,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Lithuania,2005,5.97,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Lithuania,2006,9.67,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Lithuania,2007,11.05,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Lithuania,2008,10.58,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Lithuania,2009,14.20,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Lithuania,2010,17.31,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Lithuania,2011,24.49,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Lithuania,2012,29.17,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Lithuania,2013,36.91,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Lithuania,2014,35.53,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Lithuania,2015,43.85,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Lithuania,2016,44.33,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Lithuania,2017,48.59,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Lithuania,2018,53.86,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Lithuania,2019,58.84,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Luxembourg,2004,60.14,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Luxembourg,2005,55.41,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Luxembourg,2006,60.99,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Luxembourg,2007,59.24,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Luxembourg,2008,60.16,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Luxembourg,2009,66.96,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Luxembourg,2010,66.07,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Luxembourg,2011,71.41,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Luxembourg,2012,73.31,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Luxembourg,2013,73.94,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Luxembourg,2014,77.73,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Luxembourg,2015,79.84,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Luxembourg,2016,80.31,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Luxembourg,2017,82.05,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Luxembourg,2018,74.37,b,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Luxembourg,2019,74.66,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Latvia,2004,8.48,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Latvia,2005,10.42,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Latvia,2006,15.34,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Latvia,2007,18.74,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Latvia,2008,25.58,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Latvia,2009,27.97,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Latvia,2010,25.04,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Latvia,2011,27.38,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Latvia,2012,37.02,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Latvia,2013,41.54,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Latvia,2014,43.58,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Latvia,2015,47.62,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Latvia,2016,54.97,b,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Latvia,2017,55.38,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Latvia,2018,52.99,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Latvia,2019,53.75,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Montenegro,2012,10.82,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Montenegro,2017,17.60,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Montenegro,2018,16.22,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Montenegro,2019,20.78,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,North Macedonia,2004,,u,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,North Macedonia,2006,6.16,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,North Macedonia,2008,5.14,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,North Macedonia,2009,4.87,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,North Macedonia,2010,6.61,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,North Macedonia,2012,8.01,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,North Macedonia,2013,8.46,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,North Macedonia,2014,15.57,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,North Macedonia,2015,15.74,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,North Macedonia,2016,19.76,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,North Macedonia,2017,20.36,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,North Macedonia,2018,31.71,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,North Macedonia,2019,35.79,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Malta,2005,34.27,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Malta,2006,35.69,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Malta,2007,43.34,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Malta,2008,43.71,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Malta,2009,58.10,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Malta,2010,60.02,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Malta,2011,64.88,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Malta,2012,62.73,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Malta,2013,65.50,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Malta,2014,63.62,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Malta,2015,66.21,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Malta,2016,62.95,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Malta,2017,64.46,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Malta,2018,66.35,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Malta,2019,67.03,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Netherlands,2005,53.09,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Netherlands,2006,57.98,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals who used internet within the last year,Netherlands,2007,63.92,,
